,rating
2326,5
2327,3
2328,4
2329,4
2330,4
2331,4
2332,4
2333,2
2334,3
2335,3
2336,4
2337,3
2338,3
2339,4
2340,3
2341,5
2342,3
2343,1
2344,4
2345,4
2346,1
2347,4
2348,2
2349,5
2350,5
2351,3
2352,3
2353,4
2354,2
2355,3
2356,3
2357,2
2358,3
2359,4
2360,3
2361,4
2362,2
2363,4
2364,3
2365,3
2366,3
2367,5
2368,1
2369,3
2370,2
2371,1
2372,5
2373,3
2374,3
2375,3
2376,2
2377,4
2378,3
2379,4
2380,3
2381,4
2382,3
2383,5
2384,3
2385,4
2386,4
2387,1
2388,1
2389,4
2390,3
2391,4
2392,1
2393,3
2394,3
2395,5
2396,2
2397,5
2398,4
2399,4
2400,3
2401,2
2402,4
2403,3
2404,3
2405,3
2406,4
2407,4
2408,3
2409,4
2410,5
2411,3
2412,4
2413,5
2414,4
2415,4
2416,5
2417,3
2418,4
2419,2
2420,4
2421,5
2422,3
2423,1
2424,5
2425,4
2426,5
2427,3
2428,5
2429,4
2430,3
2431,3
2432,3
2433,4
2434,2
2435,4
2436,3
2437,2
2438,3
2439,5
2440,4
2441,2
2442,5
2443,3
2444,1
2445,4
2446,4
2447,4
2448,3
2449,3
2450,1
2451,3
2452,4
2453,4
2454,4
2455,3
2456,3
2457,2
2458,3
2459,4
2460,4
2461,1
2462,5
2463,5
2464,3
2465,5
2466,4
2467,4
2468,3
2469,3
2470,5
2471,3
2472,2
2473,5
2474,3
2475,3
2476,5
2477,5
2478,1
2479,5
2480,4
2481,3
2482,3
2483,4
2484,5
2485,3
2486,5
2487,4
2488,4
2489,5
2490,4
2491,3
2492,3
2493,4
2494,2
2495,5
2496,2
2497,5
2498,5
2499,5
2500,5
2501,4
2502,3
2503,4
2504,1
2505,5
2506,3
2507,1
2508,3
2509,3
2510,5
2511,3
2512,1
2513,4
2514,4
2515,3
2516,4
2517,3
2518,3
2519,2
2520,4
2521,5
2522,5
2523,2
2524,2
2525,4
2526,4
2527,2
2528,2
2529,3
2530,3
2531,3
2532,4
2533,2
2534,4
2535,5
2536,5
2537,3
2538,3
2539,3
2540,3
2541,5
2542,4
2543,4
2544,3
2545,3
2546,2
2547,4
2548,5
2549,2
2550,4
2551,3
2552,3
2553,4
2554,2
2555,5
2556,3
2557,3
2558,3
2559,4
2560,3
2561,3
2562,5
2563,4
2564,4
2565,3
2566,3
2567,4
2568,5
2569,5
2570,4
2571,3
2572,5
2573,4
2574,3
2575,5
2576,5
2577,2
2578,5
2579,3
2580,4
2581,3
2582,5
2583,3
2584,3
2585,1
2586,4
2587,4
2588,4
2589,1
2590,4
2591,4
2592,3
2593,4
2594,4
2595,4
2596,4
2597,5
2598,5
2599,3
2600,4
2601,4
2602,5
2603,3
2604,3
2605,3
2606,4
2607,5
2608,3
2609,5
2610,4
2611,5
2612,1
2613,5
2614,5
2615,4
2616,4
2617,4
2618,5
2619,3
2620,4
2621,5
2622,4
2623,3
2624,3
2625,4
2626,1
2627,4
2628,4
2629,4
2630,3
2631,3
2632,5
2633,5
2634,4
2635,4
2636,5
2637,4
2638,3
2639,5
2640,5
2641,4
2642,3
2643,3
2644,1
2645,2
2646,4
2647,4
2648,1
2649,5
2650,2
2651,3
2652,4
2653,3
2654,4
2655,4
2656,3
2657,4
2658,5
2659,2
2660,3
2661,5
2662,4
2663,5
2664,4
2665,4
2666,3
2667,4
2668,4
2669,5
2670,4
2671,5
2672,4
2673,3
2674,3
2675,5
2676,3
2677,5
2678,3
2679,4
2680,3
2681,3
2682,4
2683,3
2684,3
2685,4
2686,1
2687,3
2688,3
2689,5
2690,3
2691,3
2692,4
2693,5
2694,3
2695,5
2696,3
2697,5
2698,5
2699,4
2700,5
2701,4
2702,3
2703,5
2704,5
2705,3
2706,4
2707,5
2708,4
2709,3
2710,5
2711,2
2712,4
2713,3
2714,4
2715,3
2716,3
2717,4
2718,4
2719,5
2720,3
2721,3
2722,4
2723,3
2724,3
2725,1
2726,2
2727,3
2728,3
2729,4
2730,3
2731,4
2732,4
2733,4
2734,4
2735,5
2736,4
2737,4
2738,4
2739,3
2740,3
2741,4
2742,4
2743,5
2744,3
2745,4
2746,4
2747,4
2748,5
2749,4
2750,5
2751,5
2752,1
2753,2
2754,2
2755,5
2756,4
2757,3
2758,4
2759,1
2760,4
2761,4
2762,4
2763,4
2764,4
2765,4
2766,3
2767,2
2768,4
2769,4
2770,5
2771,2
2772,5
2773,4
2774,4
2775,5
2776,2
2777,4
2778,4
2779,5
2780,1
2781,4
2782,3
2783,4
2784,3
2785,3
2786,5
2787,5
2788,4
2789,3
2790,5
2791,2
2792,3
2793,4
2794,3
2795,5
2796,4
2797,5
2798,4
2799,4
2800,3
2801,3
2802,4
2803,4
2804,3
2805,4
2806,3
2807,4
2808,4
2809,3
2810,2
2811,5
2812,5
2813,3
2814,3
2815,2
2816,5
2817,3
2818,5
2819,3
2820,2
2821,3
2822,5
2823,1
2824,5
2825,4
2826,4
2827,4
2828,4
2829,5
2830,3
2831,4
2832,4
2833,3
2834,3
2835,4
2836,2
2837,5
2838,3
2839,3
2840,3
2841,4
2842,3
2843,4
2844,5
2845,2
2846,5
2847,3
2848,4
2849,5
2850,2
2851,2
2852,3
2853,2
2854,4
2855,4
2856,3
2857,4
2858,4
2859,5
2860,4
2861,3
2862,4
2863,2
2864,4
2865,3
2866,3
2867,4
2868,4
2869,3
2870,4
2871,5
2872,4
2873,3
2874,4
2875,4
2876,5
2877,4
2878,4
2879,2
2880,4
2881,5
2882,5
2883,3
2884,5
2885,3
2886,5
2887,5
2888,4
2889,4
2890,5
2891,5
2892,5
2893,4
2894,3
2895,2
2896,4
2897,4
2898,3
2899,4
2900,5
2901,4
2902,5
2903,3
2904,3
2905,1
2906,5
2907,4
2908,4
2909,4
2910,5
2911,3
2912,4
2913,4
2914,5
2915,1
2916,4
2917,5
2918,1
2919,5
2920,5
2921,2
2922,3
2923,2
2924,4
2925,4
2926,1
2927,3
2928,3
2929,5
2930,4
2931,3
2932,5
2933,3
2934,1
2935,5
2936,3
2937,4
2938,4
2939,3
2940,5
2941,4
2942,4
2943,3
2944,5
2945,5
2946,5
2947,4
2948,3
2949,4
2950,2
2951,4
2952,1
2953,3
2954,5
2955,5
2956,5
2957,5
2958,4
2959,4
2960,4
2961,2
2962,3
2963,3
2964,3
2965,3
2966,4
2967,5
2968,4
2969,3
2970,2
2971,3
2972,2
2973,4
2974,3
2975,2
2976,4
2977,3
2978,4
2979,5
2980,4
2981,3
2982,4
2983,2
2984,2
2985,4
2986,5
2987,2
2988,4
2989,4
2990,3
2991,4
2992,4
2993,4
2994,2
2995,5
2996,5
2997,3
